timestamp,flow_rate,duration_seconds,hour_of_day,day_of_week,fixture_id,inlet_ratio,rate_variance,is_night_time,pulse_trend,known_anomaly
2026-07-05T11:46:09+08:00,3.28,76,11,6,1,1.109,0.221,0,2.351,0
2026-07-05T11:47:38+08:00,3.25,64,11,6,1,1.085,0.678,0,-0.674,0
2026-07-05T12:00:57+08:00,4.43,57,12,6,2,1.018,1.358,0,0.951,0
2026-07-05T12:26:37+08:00,36.3,22,12,6,3,0.959,16.779,0,1.659,1
2026-07-05T12:28:33+08:00,8.68,93,12,6,0,1.027,2.907,0,0.14,0
2026-07-05T12:31:44+08:00,9.24,794,12,6,3,1.09,1.889,0,0.539,0
2026-07-05T12:32:31+08:00,6.08,618,12,6,0,1.071,1.254,0,1.035,0
2026-07-05T13:16:17+08:00,0.94,53,13,6,1,1.132,0.217,0,-0.229,0
2026-07-05T13:19:44+08:00,2.48,233,13,6,0,1.006,0.791,0,-0.186,0
2026-07-05T14:01:18+08:00,9.83,713,14,6,3,1.073,0.71,0,-0.841,0
2026-07-05T14:29:23+08:00,8.35,411,14,6,3,1.079,1.903,0,1.63,0
2026-07-05T17:02:06+08:00,4.48,120,17,6,0,1.099,1.273,0,-0.651,0
2026-07-05T17:30:05+08:00,7.08,61,17,6,0,1.032,1.793,0,2.453,0
2026-07-05T18:00:15+08:00,5.58,348,18,6,2,1.012,1.211,0,-2.084,0
2026-07-05T19:13:13+08:00,10.28,383,19,6,3,1.089,2.725,0,-0.024,0
2026-07-05T19:19:26+08:00,9.27,798,19,6,3,1.041,0.635,0,1.457,0
2026-07-05T19:42:35+08:00,3.29,88,19,6,1,1.104,0.468,0,1.321,0
2026-07-05T19:43:43+08:00,1.83,46,19,6,1,1.02,0.488,0,1.715,0
2026-07-05T20:06:31+08:00,2.35,118,20,6,1,1.102,0.603,0,1.753,0
2026-07-05T20:16:25+08:00,8.96,90,20,6,3,1.01,0.676,0,0.307,0
2026-07-05T20:17:24+08:00,1.25,20,20,6,1,1.116,0.298,0,-0.982,0
2026-07-05T20:19:25+08:00,8.92,2156,20,6,3,1.064,2.361,0,-0.933,0
2026-07-05T20:22:05+08:00,1.88,54,20,6,1,1.009,0.475,0,0.554,0
2026-07-05T20:31:44+08:00,6.12,224,20,6,0,1.098,0.396,0,-0.083,0
2026-07-05T20:34:45+08:00,9.9,67,20,6,3,1.001,0.898,0,0.294,0
2026-07-05T21:32:04+08:00,1.84,133,21,6,1,1.005,0.285,0,1.867,0
2026-07-05T21:51:28+08:00,5.55,182,21,6,0,1.146,0.985,0,-1.093,0
2026-07-05T22:02:18+08:00,9.44,355,22,6,3,1.042,1.738,1,-0.759,0
2026-07-05T22:04:17+08:00,9.87,681,22,6,3,1.027,1.384,1,-0.594,0
2026-07-05T22:30:18+08:00,1.91,11,22,6,1,1.038,0.23,1,1.264,0
2026-07-05T22:43:12+08:00,3.66,342,22,6,0,1.016,1.116,1,-0.104,0
2026-07-05T23:04:32+08:00,6.99,169,23,6,0,1.004,2.17,1,-1.116,0
2026-07-05T23:42:04+08:00,1.79,321,23,6,0,1.087,0.361,1,0.962,0
2026-07-06T01:33:10+08:00,25.75,685,1,0,3,1.099,3.836,1,-0.495,1
2026-07-06T06:10:22+08:00,2.65,674,6,0,0,1.112,0.298,0,-1.284,0
2026-07-06T06:25:41+08:00,5.84,105,6,0,0,1.041,0.295,0,-0.395,0
2026-07-06T06:29:20+08:00,7.47,79,6,0,3,1.075,0.716,0,0.442,0
2026-07-06T06:34:45+08:00,9.78,932,6,0,3,1.046,1.264,0,0.432,0
2026-07-06T06:43:29+08:00,0.49,81,6,0,1,1.041,0.14,0,-0.923,0
2026-07-06T06:43:58+08:00,1.28,12,6,0,1,1.071,0.276,0,-1.962,0
2026-07-06T07:18:25+08:00,10.16,119,7,0,0,1.114,0.715,0,0.274,0
2026-07-06T07:19:23+08:00,6.56,86,7,0,0,1.033,0.905,0,1.731,0
2026-07-06T07:19:47+08:00,1.1,30,7,0,1,1.062,0.311,0,-0.973,0
2026-07-06T07:28:11+08:00,2.91,8,7,0,1,1.095,0.839,0,-0.7,0
2026-07-06T07:35:10+08:00,1.97,43,7,0,1,1.074,0.383,0,-0.559,0
2026-07-06T08:02:36+08:00,12.05,961,8,0,3,1.053,0.804,0,0.915,0
2026-07-06T08:47:49+08:00,6.82,161,8,0,2,1.045,1.773,0,-1.854,0
2026-07-06T09:06:47+08:00,7.41,95,9,0,0,1.0,1.166,0,-0.474,0
2026-07-06T09:33:32+08:00,2.74,103,9,0,1,1.101,0.865,0,1.328,0
2026-07-06T09:40:58+08:00,2.26,42,9,0,1,1.035,0.351,0,0.101,0
2026-07-06T11:21:57+08:00,4.98,373,11,0,3,1.039,1.079,0,1.555,0
2026-07-06T11:22:28+08:00,8.9,629,11,0,3,1.046,1.056,0,1.139,0
2026-07-06T11:50:49+08:00,4.44,421,11,0,0,1.148,1.275,0,0.782,0
2026-07-06T12:54:50+08:00,2.77,144,12,0,0,1.14,0.948,0,0.613,0
2026-07-06T13:17:18+08:00,1.68,1118,13,0,0,1.125,0.416,0,0.551,0
2026-07-06T14:05:50+08:00,0.99,5686,14,0,0,3.701,0.022,0,0.268,1
2026-07-06T14:24:12+08:00,9.17,909,14,0,2,1.062,1.205,0,-0.843,0
2026-07-06T14:28:10+08:00,5.04,89,14,0,2,1.108,0.264,0,1.211,0
2026-07-06T14:28:29+08:00,1.93,197,14,0,1,1.144,0.273,0,-0.31,0
2026-07-06T14:53:46+08:00,5.45,44,14,0,0,1.122,1.272,0,-0.912,0
2026-07-06T15:11:46+08:00,9.35,2368,15,0,3,1.073,2.106,0,-1.285,0
2026-07-06T15:16:20+08:00,2.83,9,15,0,1,1.117,0.162,0,1.618,0
2026-07-06T16:12:11+08:00,5.68,68,16,0,2,1.112,0.73,0,0.688,0
2026-07-06T16:15:35+08:00,6.89,84,16,0,2,1.058,1.421,0,0.243,0
2026-07-06T16:37:52+08:00,7.23,57,16,0,0,1.115,2.127,0,0.907,0
2026-07-06T17:15:43+08:00,6.25,600,17,0,0,1.002,1.22,0,-0.495,0
2026-07-06T17:25:58+08:00,5.62,245,17,0,3,1.119,0.873,0,1.661,0
2026-07-06T17:51:26+08:00,2.46,157,17,0,0,1.066,0.721,0,-1.928,0
2026-07-06T17:58:56+08:00,8.35,646,17,0,0,1.001,0.558,0,1.686,0
2026-07-06T17:59:32+08:00,7.66,780,17,0,3,1.065,1.659,0,0.224,0
2026-07-06T18:09:42+08:00,10.57,130,18,0,0,1.038,1.764,0,-0.541,0
2026-07-06T18:18:21+08:00,2.36,61,18,0,1,1.103,0.613,0,0.612,0
2026-07-06T18:20:08+08:00,3.63,139,18,0,2,1.078,1.052,0,1.031,0
2026-07-06T18:21:49+08:00,4.04,298,18,0,2,1.017,0.485,0,-0.059,0
2026-07-06T18:22:51+08:00,5.92,187,18,0,0,1.086,0.401,0,-1.094,0
2026-07-06T18:28:16+08:00,2.65,31,18,0,1,1.08,0.444,0,1.086,0
2026-07-06T18:31:15+08:00,9.01,850,18,0,3,1.117,1.335,0,-0.675,0
2026-07-06T18:33:24+08:00,4.98,257,18,0,0,1.044,0.96,0,1.366,0
2026-07-06T18:52:46+08:00,7.06,100,18,0,2,1.036,2.299,0,0.043,0
2026-07-06T18:55:09+08:00,3.72,597,18,0,3,1.084,1.227,0,0.484,0
2026-07-06T19:00:09+08:00,5.79,545,19,0,3,1.125,1.4,0,-0.467,0
2026-07-06T19:08:36+08:00,2.55,26,19,0,1,1.026,0.584,0,0.594,0
2026-07-06T19:25:19+08:00,7.63,141,19,0,3,1.025,1.84,0,-2.115,0
2026-07-06T19:35:48+08:00,11.03,127,19,0,3,1.014,2.953,0,0.359,0
2026-07-06T19:53:18+08:00,5.87,84,19,0,2,1.005,0.646,0,-1.552,0
2026-07-06T20:02:10+08:00,0.92,82,20,0,0,1.012,0.076,0,1.467,0
2026-07-06T20:27:44+08:00,5.74,793,20,0,3,1.056,0.693,0,-0.192,0
2026-07-06T20:32:09+08:00,2.53,19,20,0,1,1.06,0.147,0,-0.387,0
2026-07-06T20:39:53+08:00,8.79,93,20,0,3,1.051,1.725,0,1.728,0
2026-07-06T20:48:49+08:00,8.7,93,20,0,0,1.125,1.564,0,-0.449,0
2026-07-06T22:28:07+08:00,7.15,402,22,0,2,1.048,0.673,1,-0.988,0
2026-07-06T23:00:44+08:00,3.53,155,23,0,2,1.086,0.204,1,-2.029,0
2026-07-06T23:08:16+08:00,3.44,33,23,0,2,1.031,0.517,1,1.241,0
2026-07-06T23:27:50+08:00,2.18,98,23,0,1,1.094,0.156,1,-0.21,0
2026-07-06T23:43:35+08:00,1.06,46,23,0,2,1.107,0.305,1,-0.781,0
2026-07-06T23:51:09+08:00,2.3,30,23,0,1,1.143,0.397,1,0.288,0
2026-07-07T00:13:15+08:00,3.53,73,0,1,1,1.149,0.924,1,-1.471,0
2026-07-07T01:22:55+08:00,0.02,43406,1,1,2,1.356,0.0,1,0.146,1
2026-07-07T06:00:17+08:00,5.4,789,6,1,3,1.036,1.361,0,-1.17,0
2026-07-07T06:03:44+08:00,6.18,153,6,1,3,1.022,0.376,0,-1.076,0
2026-07-07T06:04:34+08:00,3.46,74,6,1,1,1.008,0.603,0,-2.233,0
2026-07-07T06:07:28+08:00,12.28,720,6,1,3,1.145,2.887,0,0.169,0
2026-07-07T06:15:55+08:00,6.33,58,6,1,2,1.116,0.659,0,-1.153,0
2026-07-07T06:16:44+08:00,3.87,17,6,1,1,1.079,0.392,0,-0.698,0
2026-07-07T06:31:57+08:00,6.67,88,6,1,2,1.032,2.034,0,-0.552,0
2026-07-07T07:04:52+08:00,6.15,236,7,1,2,1.086,1.732,0,3.983,0
2026-07-07T07:21:08+08:00,0.3,10,7,1,1,1.087,0.085,0,-0.556,0
2026-07-07T07:29:03+08:00,6.94,249,7,1,3,1.054,2.365,0,1.904,0
2026-07-07T07:38:07+08:00,7.58,366,7,1,0,1.064,2.14,0,-0.731,0
2026-07-07T08:03:06+08:00,7.1,56,8,1,0,1.099,1.711,0,0.713,0
2026-07-07T08:06:41+08:00,10.49,80,8,1,3,1.031,2.666,0,0.083,0
2026-07-07T08:10:07+08:00,2.13,109,8,1,0,1.107,0.517,0,-0.543,0
2026-07-07T08:50:31+08:00,4.43,330,8,1,0,1.021,1.548,0,-0.892,0
2026-07-07T08:55:58+08:00,4.44,241,8,1,0,1.023,0.665,0,1.095,0
2026-07-07T09:17:52+08:00,1.02,27,9,1,1,1.013,0.21,0,-0.631,0
2026-07-07T09:19:45+08:00,4.97,441,9,1,2,1.093,1.443,0,1.379,0
2026-07-07T09:48:42+08:00,4.77,418,9,1,0,1.012,1.531,0,-0.957,0
2026-07-07T09:48:59+08:00,4.84,32,9,1,2,1.113,0.658,0,0.491,0
2026-07-07T09:51:00+08:00,1.83,304,9,1,0,1.045,0.383,0,-0.352,0
2026-07-07T09:57:34+08:00,8.57,660,9,1,0,1.049,1.691,0,1.134,0
2026-07-07T09:58:30+08:00,2.55,69,9,1,1,1.112,0.215,0,0.637,0
2026-07-07T10:12:16+08:00,6.79,64,10,1,2,1.006,0.348,0,-0.832,0
2026-07-07T11:19:02+08:00,5.09,22,11,1,2,1.023,0.364,0,-0.118,0
2026-07-07T11:29:53+08:00,7.89,374,11,1,2,1.027,1.907,0,-0.572,0
2026-07-07T12:48:08+08:00,5.51,175,12,1,2,1.131,0.326,0,0.955,0
2026-07-07T12:53:24+08:00,6.91,156,12,1,2,1.116,1.482,0,0.396,0
2026-07-07T12:54:24+08:00,2.28,15,12,1,1,1.124,0.288,0,0.399,0
2026-07-07T13:00:43+08:00,3.37,340,13,1,0,1.125,0.414,0,-0.554,0
2026-07-07T13:41:48+08:00,5.36,34,13,1,2,1.092,0.55,0,-0.42,0
2026-07-07T14:04:55+08:00,6.03,212,14,1,0,1.146,1.286,0,-2.323,0
2026-07-07T14:39:31+08:00,6.39,444,14,1,2,1.031,1.013,0,-0.851,0
2026-07-07T14:40:20+08:00,4.64,450,14,1,2,1.046,0.271,0,-1.625,0
2026-07-07T14:49:29+08:00,2.33,21,14,1,1,1.115,0.797,0,-0.41,0
2026-07-07T14:52:55+08:00,9.66,80,14,1,3,1.131,2.559,0,-1.53,0
2026-07-07T15:27:33+08:00,8.64,103,15,1,0,1.022,1.88,0,-1.719,0
2026-07-07T15:41:16+08:00,9.39,235,15,1,3,1.059,1.078,0,-1.327,0
2026-07-07T15:44:03+08:00,3.86,224,15,1,0,1.085,0.989,0,1.12,0
2026-07-07T16:40:29+08:00,4.92,394,16,1,2,1.126,0.877,0,0.15,0
2026-07-07T17:12:41+08:00,2.26,22,17,1,1,1.136,0.583,0,-1.051,0
2026-07-07T17:13:40+08:00,7.49,152,17,1,3,1.069,0.759,0,1.088,0
2026-07-07T17:24:09+08:00,7.3,1192,17,1,0,1.033,0.401,0,-1.025,0
2026-07-07T17:25:24+08:00,9.41,149,17,1,3,1.046,1.122,0,-1.611,0
2026-07-07T17:41:17+08:00,1.23,8,17,1,1,1.06,0.113,0,-0.831,0
2026-07-07T17:48:22+08:00,5.65,32,17,1,2,1.013,1.812,0,-1.095,0
2026-07-07T17:55:59+08:00,4.3,328,17,1,0,1.118,1.186,0,-1.019,0
2026-07-07T18:12:45+08:00,2.28,26,18,1,1,1.119,0.398,0,-1.155,0
2026-07-07T18:17:57+08:00,1.89,33,18,1,1,1.035,0.634,0,0.596,0
2026-07-07T18:29:44+08:00,1.32,8,18,1,1,1.072,0.373,0,1.02,0
2026-07-07T18:33:14+08:00,8.77,154,18,1,2,1.065,0.53,0,1.605,0
2026-07-07T18:39:42+08:00,4.47,142,18,1,2,1.06,0.899,0,2.176,0
2026-07-07T18:55:06+08:00,9.33,161,18,1,3,1.06,2.99,0,0.746,0
2026-07-07T19:00:41+08:00,5.9,71,19,1,2,1.143,1.889,0,-0.257,0
2026-07-07T19:08:27+08:00,2.68,16,19,1,1,1.038,0.661,0,1.272,0
2026-07-07T19:16:58+08:00,9.69,960,19,1,3,1.054,1.912,0,-0.101,0
2026-07-07T19:29:54+08:00,7.97,566,19,1,3,1.083,2.26,0,1.205,0
2026-07-07T19:30:01+08:00,7.57,506,19,1,0,1.007,2.611,0,-1.157,0
2026-07-07T19:56:14+08:00,6.19,165,19,1,3,1.104,1.065,0,-0.936,0
2026-07-07T20:24:33+08:00,2.37,47,20,1,1,1.148,0.64,0,0.688,0
2026-07-07T20:49:00+08:00,6.12,443,20,1,2,1.05,2.141,0,-0.017,0
2026-07-07T20:50:56+08:00,4.17,67,20,1,0,1.109,1.375,0,1.181,0
2026-07-07T21:21:13+08:00,6.77,277,21,1,2,1.136,2.164,0,-0.871,0
2026-07-07T21:28:32+08:00,3.75,291,21,1,2,1.065,1.128,0,-0.358,0
2026-07-07T21:40:29+08:00,10.25,143,21,1,3,1.149,2.146,0,2.904,0
2026-07-07T22:33:19+08:00,8.71,267,22,1,0,1.037,1.607,1,1.93,0
2026-07-07T23:40:19+08:00,3.07,32,23,1,1,1.115,0.586,1,-0.028,0
2026-07-07T23:53:47+08:00,6.53,35,23,1,2,1.133,1.08,1,-0.125,0
2026-07-08T00:19:30+08:00,5.37,368,0,2,3,1.072,0.798,1,-2.202,0
2026-07-08T00:39:01+08:00,8.14,103,0,2,3,1.145,1.762,1,0.269,0
2026-07-08T06:00:52+08:00,4.31,85,6,2,2,1.082,1.221,0,0.223,0
2026-07-08T06:17:15+08:00,6.21,102,6,2,2,1.012,1.832,0,-0.704,0
2026-07-08T06:42:46+08:00,1.96,159,6,2,3,1.005,0.248,0,0.161,0
2026-07-08T06:56:36+08:00,5.72,213,6,2,2,1.108,1.36,0,-0.267,0
2026-07-08T07:11:59+08:00,6.87,222,7,2,2,1.023,1.751,0,0.552,0
2026-07-08T07:15:14+08:00,6.61,133,7,2,2,1.074,0.401,0,1.04,0
2026-07-08T07:16:44+08:00,2.3,25,7,2,1,1.102,0.609,0,0.657,0
2026-07-08T07:17:23+08:00,0.64,5762,7,2,0,3.052,0.025,0,-0.183,1
2026-07-08T07:20:05+08:00,2.16,20,7,2,1,1.107,0.67,0,-1.17,0
2026-07-08T07:28:05+08:00,3.06,205,7,2,2,1.125,0.899,0,1.581,0
2026-07-08T08:12:41+08:00,2.1,10,8,2,1,1.093,0.577,0,0.635,0
2026-07-08T08:19:33+08:00,6.15,38,8,2,0,1.016,1.487,0,-1.447,0
2026-07-08T08:19:45+08:00,3.24,46,8,2,1,1.028,0.24,0,0.614,0
2026-07-08T08:19:56+08:00,8.03,717,8,2,3,1.103,2.463,0,-0.165,0
2026-07-08T08:22:09+08:00,6.82,391,8,2,0,1.107,1.586,0,0.553,0
2026-07-08T08:32:59+08:00,7.59,295,8,2,0,1.032,1.838,0,2.551,0
2026-07-08T08:35:46+08:00,4.84,531,8,2,3,1.059,0.916,0,2.3,0
2026-07-08T08:36:55+08:00,9.41,467,8,2,3,1.012,0.925,0,0.894,0
2026-07-08T08:38:58+08:00,3.37,42,8,2,0,1.101,1.034,0,1.843,0
2026-07-08T08:40:45+08:00,4.76,501,8,2,2,1.088,1.534,0,-1.32,0
2026-07-08T09:03:41+08:00,2.41,25,9,2,1,1.101,0.187,0,-1.172,0
2026-07-08T09:22:59+08:00,9.28,856,9,2,3,1.097,1.208,0,-1.291,0
2026-07-08T10:15:18+08:00,9.64,261,10,2,3,1.039,2.336,0,0.111,0
2026-07-08T10:35:31+08:00,3.06,13,10,2,1,1.013,0.546,0,-1.475,0
2026-07-08T10:44:36+08:00,8.43,177,10,2,2,1.102,0.84,0,1.481,0
2026-07-08T11:01:54+08:00,3.92,117,11,2,0,1.071,0.591,0,1.028,0
2026-07-08T11:08:18+08:00,5.22,353,11,2,0,1.114,0.613,0,-0.321,0
2026-07-08T11:22:47+08:00,8.01,581,11,2,0,1.143,0.529,0,0.632,0
2026-07-08T11:46:19+08:00,5.09,84,11,2,2,1.09,0.561,0,-0.662,0
2026-07-08T12:25:09+08:00,1.88,651,12,2,2,1.024,0.457,0,-2.688,0
2026-07-08T12:42:19+08:00,4.02,486,12,2,0,1.006,0.5,0,0.028,0
2026-07-08T12:53:08+08:00,9.03,275,12,2,0,1.123,1.23,0,-0.134,0
2026-07-08T13:18:45+08:00,1.73,160,13,2,3,1.09,0.377,0,-2.789,0
2026-07-08T13:25:24+08:00,5.55,498,13,2,3,1.061,1.851,0,0.277,0
2026-07-08T13:31:56+08:00,5.56,304,13,2,0,1.054,1.568,0,-1.229,0
2026-07-08T14:00:11+08:00,10.58,347,14,2,3,1.062,0.617,0,2.425,0
2026-07-08T14:03:59+08:00,1.19,324,14,2,0,1.148,0.403,0,1.392,0
2026-07-08T14:13:03+08:00,5.7,256,14,2,0,1.007,0.428,0,-0.602,0
2026-07-08T14:39:42+08:00,6.57,473,14,2,3,1.128,0.655,0,0.245,0
2026-07-08T14:53:36+08:00,0.32,39,14,2,1,1.144,0.046,0,-0.212,0
2026-07-08T16:37:06+08:00,4.45,419,16,2,2,1.032,1.295,0,0.602,0
2026-07-08T17:08:53+08:00,8.78,214,17,2,0,1.062,1.814,0,-0.969,0
2026-07-08T17:14:20+08:00,2.33,287,17,2,0,1.121,0.402,0,-0.31,0
2026-07-08T17:38:38+08:00,7.04,275,17,2,2,1.041,1.68,0,-1.214,0
2026-07-08T17:38:41+08:00,1.64,16,17,2,1,1.077,0.201,0,0.738,0
2026-07-08T17:50:47+08:00,6.01,380,17,2,0,1.055,1.063,0,-0.733,0
2026-07-08T17:51:22+08:00,3.0,28,17,2,1,1.079,0.24,0,-0.055,0
2026-07-08T18:00:39+08:00,3.01,18,18,2,1,1.064,0.17,0,0.032,0
2026-07-08T18:01:40+08:00,3.25,79,18,2,1,1.086,0.386,0,-0.201,0
2026-07-08T18:24:51+08:00,4.81,45,18,2,2,1.099,0.275,0,0.489,0
2026-07-08T18:26:41+08:00,2.46,284,18,2,3,1.074,0.713,0,-1.297,0
2026-07-08T18:31:31+08:00,7.11,61,18,2,2,1.017,0.761,0,0.144,0
2026-07-08T18:50:24+08:00,6.03,368,18,2,3,1.106,0.857,0,0.366,0
2026-07-08T19:15:23+08:00,8.79,510,19,2,3,1.008,0.81,0,1.054,0
2026-07-08T19:28:34+08:00,11.03,97,19,2,0,1.019,1.387,0,-0.303,0
2026-07-08T19:36:32+08:00,7.64,52,19,2,2,1.135,0.451,0,-1.06,0
2026-07-08T19:49:53+08:00,1.53,15,19,2,1,1.002,0.079,0,-1.215,0
2026-07-08T19:52:40+08:00,13.75,75,19,2,3,1.135,1.796,0,0.851,0
2026-07-08T19:53:44+08:00,5.39,437,19,2,2,1.022,0.278,0,-0.897,0
2026-07-08T20:00:39+08:00,0.3,128,20,2,1,1.016,0.035,0,1.152,0
2026-07-08T20:12:30+08:00,7.12,307,20,2,0,1.045,0.52,0,-0.21,0
2026-07-08T20:12:37+08:00,4.52,797,20,2,0,1.125,1.289,0,-0.214,0
2026-07-08T20:35:43+08:00,10.57,201,20,2,3,1.017,2.407,0,1.833,0
2026-07-08T20:51:04+08:00,11.17,377,20,2,3,1.063,3.081,0,1.335,0
2026-07-08T21:13:45+08:00,8.21,260,21,2,3,1.123,2.201,0,0.635,0
2026-07-08T21:25:48+08:00,1.25,57,21,2,0,1.035,0.387,0,0.548,0
2026-07-08T22:31:58+08:00,5.59,28,22,2,2,1.059,1.0,1,0.054,0
2026-07-08T22:50:53+08:00,6.76,303,22,2,0,1.097,2.364,1,-0.196,0
2026-07-08T23:06:18+08:00,2.92,26,23,2,1,1.074,0.807,1,0.823,0
2026-07-08T23:14:21+08:00,2.28,29,23,2,1,1.084,0.733,1,-0.013,0
2026-07-08T23:18:13+08:00,5.39,105,23,2,2,1.144,1.323,1,-1.005,0
2026-07-09T01:53:16+08:00,4.66,336,1,3,0,1.049,0.357,1,-2.275,0
2026-07-09T06:15:21+08:00,3.15,29,6,3,2,1.137,0.453,0,-1.521,0
2026-07-09T06:17:23+08:00,10.73,156,6,3,3,1.033,1.71,0,-1.124,0
2026-07-09T07:14:31+08:00,7.84,312,7,3,3,1.025,1.511,0,-0.292,0
2026-07-09T07:29:32+08:00,11.45,351,7,3,0,1.011,1.537,0,-1.238,0
2026-07-09T07:32:30+08:00,4.34,19,7,3,1,1.068,1.045,0,1.608,0
2026-07-09T07:38:57+08:00,8.93,1556,7,3,3,1.141,2.096,0,-1.85,0
2026-07-09T07:43:16+08:00,4.77,390,7,3,2,1.127,0.823,0,-0.652,0
2026-07-09T07:58:23+08:00,6.66,308,7,3,2,1.085,1.21,0,1.012,0
2026-07-09T08:09:37+08:00,6.86,394,8,3,2,1.006,1.774,0,-0.945,0
2026-07-09T08:42:12+08:00,7.79,1762,8,3,3,1.114,1.913,0,1.657,0
2026-07-09T08:46:04+08:00,5.52,386,8,3,3,1.047,1.819,0,-1.508,0
2026-07-09T08:58:29+08:00,5.17,231,8,3,2,1.149,1.483,0,-1.21,0
2026-07-09T09:08:59+08:00,3.4,65,9,3,0,1.023,0.532,0,0.712,0
2026-07-09T09:30:17+08:00,7.85,349,9,3,3,1.033,1.309,0,-0.979,0
2026-07-09T09:31:06+08:00,7.7,388,9,3,3,1.117,1.958,0,0.352,0
2026-07-09T09:51:06+08:00,6.56,612,9,3,0,1.059,1.12,0,-2.287,0
2026-07-09T10:13:58+08:00,10.88,819,10,3,3,1.027,2.583,0,-0.82,0
2026-07-09T10:14:46+08:00,7.4,225,10,3,0,1.062,2.111,0,1.34,0
2026-07-09T10:18:50+08:00,1.75,158,10,3,1,1.022,0.332,0,-0.211,0
2026-07-09T10:41:03+08:00,2.14,80,10,3,1,1.147,0.548,0,1.516,0
2026-07-09T10:55:37+08:00,7.35,244,10,3,3,1.048,1.08,0,-0.684,0
2026-07-09T11:08:07+08:00,8.68,400,11,3,3,1.087,1.079,0,0.716,0
2026-07-09T11:31:16+08:00,5.06,348,11,3,3,1.112,1.673,0,-0.801,0
2026-07-09T11:55:58+08:00,7.98,715,11,3,3,1.071,0.543,0,-1.709,0
2026-07-09T12:07:15+08:00,6.99,155,12,3,2,1.057,1.582,0,2.62,0
2026-07-09T12:11:56+08:00,7.53,56,12,3,0,1.102,0.449,0,0.138,0
2026-07-09T12:16:13+08:00,8.1,164,12,3,3,1.035,2.434,0,-0.601,0
2026-07-09T12:31:39+08:00,2.01,8,12,3,1,1.042,0.551,0,1.265,0
2026-07-09T12:58:48+08:00,5.8,121,12,3,0,1.044,0.979,0,4.341,0
2026-07-09T13:15:28+08:00,5.46,245,13,3,3,1.051,0.684,0,0.917,0
2026-07-09T13:22:12+08:00,10.96,1154,13,3,3,1.127,2.747,0,-1.199,0
2026-07-09T14:31:50+08:00,6.81,154,14,3,2,1.065,0.679,0,0.352,0
2026-07-09T14:54:45+08:00,3.74,171,14,3,2,1.104,0.716,0,0.339,0
2026-07-09T16:43:46+08:00,1.91,26,16,3,1,1.14,0.551,0,-1.132,0
2026-07-09T16:46:16+08:00,3.17,26,16,3,1,1.147,0.415,0,0.933,0
2026-07-09T17:10:40+08:00,4.13,222,17,3,3,1.001,0.497,0,1.255,0
2026-07-09T17:15:40+08:00,7.09,99,17,3,2,1.146,1.137,0,0.562,0
2026-07-09T17:22:17+08:00,2.38,16,17,3,1,1.079,0.55,0,1.036,0
2026-07-09T17:38:01+08:00,1.18,13,17,3,1,1.056,0.258,0,1.156,0
2026-07-09T18:05:12+08:00,1.75,33,18,3,1,1.064,0.449,0,1.676,0
2026-07-09T18:29:10+08:00,4.2,602,18,3,2,1.01,0.873,0,-0.521,0
2026-07-09T18:49:31+08:00,2.68,100,18,3,1,1.048,0.607,0,1.668,0
2026-07-09T18:51:49+08:00,3.09,29,18,3,1,1.146,0.642,0,0.845,0
2026-07-09T19:02:31+08:00,3.1,477,19,3,0,1.055,0.978,0,-1.447,0
2026-07-09T19:06:40+08:00,6.42,208,19,3,2,1.023,0.559,0,0.401,0
2026-07-09T19:15:50+08:00,5.91,423,19,3,0,1.085,0.534,0,-0.145,0
2026-07-09T19:31:28+08:00,8.41,577,19,3,3,1.064,0.868,0,1.519,0
2026-07-09T19:35:10+08:00,7.46,702,19,3,2,1.067,0.454,0,0.235,0
2026-07-09T19:35:55+08:00,9.4,254,19,3,3,1.004,1.714,0,1.66,0
2026-07-09T19:48:55+08:00,1.44,19,19,3,1,1.125,0.147,0,-0.21,0
2026-07-09T19:53:03+08:00,4.37,538,19,3,3,1.013,1.392,0,-1.022,0
2026-07-09T20:00:01+08:00,7.84,121,20,3,0,1.088,1.233,0,0.166,0
2026-07-09T20:03:14+08:00,7.4,113,20,3,0,1.035,2.248,0,-1.091,0
2026-07-09T20:31:52+08:00,2.66,138,20,3,1,1.085,0.484,0,2.425,0
2026-07-09T23:00:38+08:00,4.46,75,23,3,2,1.14,0.314,1,-0.222,0
2026-07-09T23:33:53+08:00,8.3,300,23,3,0,1.027,1.063,1,2.676,0
2026-07-09T23:56:30+08:00,0.67,19,23,3,1,1.01,0.136,1,2.094,0
2026-07-10T04:24:13+08:00,2.32,20,4,4,1,1.08,0.65,1,3.309,0
2026-07-10T06:05:16+08:00,7.69,263,6,4,3,1.063,1.743,0,0.751,0
2026-07-10T06:05:23+08:00,10.08,577,6,4,3,1.09,2.506,0,0.591,0
2026-07-10T06:21:59+08:00,6.18,248,6,4,2,1.014,0.825,0,-0.321,0
2026-07-10T06:45:40+08:00,2.48,23,6,4,1,1.038,0.523,0,-0.192,0
2026-07-10T07:33:16+08:00,1.65,42,7,4,1,1.102,0.379,0,0.538,0
2026-07-10T07:34:30+08:00,9.37,317,7,4,2,1.071,1.83,0,0.887,0
2026-07-10T07:50:49+08:00,3.24,25,7,4,1,1.078,1.126,0,0.64,0
