timestamp,flow_rate,duration_seconds,hour_of_day,day_of_week,fixture_id,inlet_ratio,rate_variance,is_night_time,pulse_trend,label
2026-07-08T18:19:34+08:00,0.25,1362,18,2,1,1.186,0.004,0,0.135,1
2026-07-08T18:38:55+08:00,6.14,469,18,2,2,1.148,1.782,0,0.385,0
2026-07-08T18:42:53+08:00,9.91,486,18,2,0,1.12,3.325,0,1.923,0
2026-07-08T18:47:15+08:00,5.15,266,18,2,2,1.14,0.551,0,-0.341,0
2026-07-08T18:47:42+08:00,1.91,358,18,2,0,1.107,0.497,0,-1.761,0
2026-07-08T18:55:43+08:00,7.87,842,18,2,3,1.07,0.571,0,2.329,0
2026-07-08T19:00:57+08:00,0.23,777,19,2,2,1.117,0.009,0,0.088,1
2026-07-08T19:06:48+08:00,6.23,33,19,2,0,1.045,2.061,0,-0.288,0
2026-07-08T19:10:28+08:00,7.85,907,19,2,3,1.118,1.753,0,0.936,0
2026-07-08T19:12:50+08:00,4.25,25,19,2,2,1.068,1.429,0,0.522,0
2026-07-08T19:18:02+08:00,5.86,341,19,2,3,1.025,1.286,0,0.098,0
2026-07-08T19:27:25+08:00,0.18,2265,19,2,2,1.273,0.003,0,-0.215,1
2026-07-08T19:31:24+08:00,5.24,109,19,2,2,1.097,1.494,0,-0.483,0
2026-07-08T19:31:53+08:00,6.59,79,19,2,2,1.141,0.765,0,0.602,0
2026-07-08T19:46:17+08:00,4.27,90,19,2,2,1.009,1.259,0,0.899,0
2026-07-08T20:00:29+08:00,3.47,30,20,2,1,1.127,0.363,0,-0.579,0
2026-07-08T20:01:01+08:00,6.49,56,20,2,2,1.131,2.165,0,1.178,0
2026-07-08T20:04:53+08:00,9.33,283,20,2,2,1.127,2.907,0,-2.091,0
2026-07-08T20:05:21+08:00,2.92,114,20,2,3,1.024,0.97,0,-1.14,0
2026-07-08T20:10:20+08:00,7.47,236,20,2,2,1.072,1.058,0,0.792,0
2026-07-08T20:15:03+08:00,8.17,171,20,2,3,1.024,2.279,0,-0.155,0
2026-07-08T20:23:45+08:00,3.36,39,20,2,1,1.128,0.296,0,1.4,0
2026-07-08T20:25:51+08:00,17.93,558,20,2,3,1.054,0.405,0,0.057,2
2026-07-08T20:33:57+08:00,7.03,84,20,2,2,1.055,1.513,0,-1.008,0
2026-07-08T20:41:21+08:00,4.66,45,20,2,0,1.081,1.11,0,-1.924,0
2026-07-08T20:45:03+08:00,1.36,252,20,2,2,1.14,0.438,0,0.849,0
2026-07-08T20:45:18+08:00,4.68,255,20,2,2,1.075,1.368,0,-0.925,0
2026-07-08T21:04:49+08:00,5.23,34,21,2,2,1.023,0.452,0,-1.599,0
2026-07-08T21:12:43+08:00,4.37,312,21,2,2,1.093,0.795,0,1.805,0
2026-07-08T21:26:19+08:00,7.5,82,21,2,2,1.129,1.002,0,-0.546,0
2026-07-08T21:29:23+08:00,2.08,31,21,2,1,1.003,0.16,0,-0.971,0
2026-07-08T21:52:49+08:00,4.83,693,21,2,2,1.086,0.667,0,-0.073,0
2026-07-08T22:03:01+08:00,7.22,109,22,2,2,1.042,1.595,1,-0.577,0
2026-07-08T22:18:07+08:00,0.39,1821,22,2,2,1.177,0.015,1,0.196,1
2026-07-08T22:23:37+08:00,3.59,553,22,2,3,1.015,0.282,1,1.435,0
2026-07-08T23:23:50+08:00,0.18,1242,23,2,1,1.002,0.008,1,-0.088,1
2026-07-08T23:31:24+08:00,7.21,57,23,2,2,1.005,0.415,1,-0.851,0
2026-07-08T23:35:10+08:00,0.4,2958,23,2,1,1.257,0.011,1,0.126,1
2026-07-08T23:50:32+08:00,0.11,4694,23,2,1,1.262,0.001,1,-0.016,1
2026-07-08T23:59:24+08:00,9.91,433,23,2,0,1.006,0.547,1,-0.992,0
2026-07-09T00:20:54+08:00,0.48,1057,0,3,2,1.059,0.023,1,-0.102,1
2026-07-09T01:29:01+08:00,0.37,5046,1,3,3,1.229,0.016,1,-0.258,1
2026-07-09T02:29:46+08:00,0.29,1679,2,3,2,1.073,0.009,1,0.209,1
2026-07-09T03:51:51+08:00,21.9,488,3,3,3,1.043,0.243,1,0.124,2
2026-07-09T04:42:03+08:00,12.81,512,4,3,2,1.031,0.674,1,0.064,2
2026-07-09T04:46:28+08:00,24.6,1269,4,3,2,1.063,0.672,1,-0.528,2
2026-07-09T06:01:56+08:00,2.73,54,6,3,1,1.012,0.506,0,1.063,0
2026-07-09T06:03:24+08:00,8.89,146,6,3,0,1.09,1.192,0,2.439,0
2026-07-09T06:04:41+08:00,9.41,128,6,3,3,1.04,0.941,0,0.578,0
2026-07-09T06:07:02+08:00,3.45,29,6,3,1,1.146,1.126,0,-1.319,0
2026-07-09T06:09:46+08:00,2.17,57,6,3,1,1.115,0.21,0,2.324,0
2026-07-09T06:12:30+08:00,11.42,445,6,3,3,1.021,1.324,0,0.672,0
2026-07-09T06:13:02+08:00,7.61,1542,6,3,3,1.116,0.419,0,-1.857,0
2026-07-09T06:15:54+08:00,13.84,314,6,3,0,1.127,4.018,0,-0.704,0
2026-07-09T06:48:50+08:00,5.79,40,6,3,2,1.057,0.382,0,0.09,0
2026-07-09T06:56:04+08:00,4.64,816,6,3,0,1.1,0.828,0,1.15,0
2026-07-09T06:56:42+08:00,7.33,78,6,3,2,1.084,1.296,0,0.842,0
2026-07-09T07:01:31+08:00,7.3,65,7,3,2,1.124,0.904,0,-0.194,0
2026-07-09T07:19:17+08:00,0.3,96,7,3,0,1.078,0.077,0,-1.376,0
2026-07-09T07:23:26+08:00,6.45,122,7,3,0,1.132,0.585,0,0.356,0
2026-07-09T07:23:56+08:00,4.05,172,7,3,2,1.014,0.763,0,-0.11,0
2026-07-09T07:26:05+08:00,12.22,1032,7,3,3,1.028,3.798,0,-0.522,0
2026-07-09T07:32:04+08:00,10.61,323,7,3,3,1.138,0.85,0,-0.481,0
2026-07-09T07:46:23+08:00,10.65,221,7,3,3,1.001,0.876,0,-1.496,0
2026-07-09T07:48:17+08:00,2.54,9,7,3,1,1.098,0.469,0,0.503,0
2026-07-09T07:59:34+08:00,0.36,3842,7,3,3,1.184,0.011,0,0.219,1
2026-07-09T08:17:31+08:00,3.98,66,8,3,2,1.099,0.384,0,-1.624,0
2026-07-09T08:23:49+08:00,1.57,244,8,3,0,1.106,0.125,0,-1.352,0
2026-07-09T08:24:03+08:00,2.06,11,8,3,1,1.131,0.296,0,-1.123,0
2026-07-09T08:27:22+08:00,0.8,15,8,3,1,1.036,0.208,0,-0.618,0
2026-07-09T08:27:26+08:00,7.68,545,8,3,0,1.009,1.77,0,-0.9,0
2026-07-09T08:38:49+08:00,9.27,1469,8,3,3,1.051,1.324,0,-0.122,0
2026-07-09T08:42:30+08:00,5.68,664,8,3,0,1.135,1.591,0,-0.693,0
2026-07-09T08:43:48+08:00,11.83,185,8,3,3,1.12,1.369,0,-1.188,0
2026-07-09T08:48:45+08:00,8.67,346,8,3,3,1.064,0.445,0,-2.478,0
2026-07-09T08:55:19+08:00,2.79,29,8,3,1,1.038,0.228,0,0.163,0
2026-07-09T08:59:17+08:00,3.28,26,8,3,1,1.078,0.785,0,0.753,0
2026-07-09T09:01:01+08:00,11.65,608,9,3,3,1.079,1.403,0,0.416,0
2026-07-09T09:13:30+08:00,2.35,72,9,3,1,1.012,0.277,0,1.576,0
2026-07-09T09:45:28+08:00,7.85,144,9,3,2,1.058,1.715,0,1.28,0
2026-07-09T09:53:56+08:00,9.36,388,9,3,3,1.045,0.872,0,0.435,0
2026-07-09T09:57:46+08:00,2.13,45,9,3,0,1.053,0.716,0,0.275,0
2026-07-09T10:17:26+08:00,0.26,8384,10,3,3,1.146,0.012,0,0.152,1
2026-07-09T10:25:07+08:00,5.55,210,10,3,0,1.069,1.374,0,0.12,0
2026-07-09T10:35:21+08:00,2.99,15,10,3,1,1.058,0.239,0,2.246,0
2026-07-09T10:51:06+08:00,1.94,165,10,3,0,1.138,0.596,0,-2.281,0
2026-07-09T10:54:07+08:00,3.5,214,10,3,0,1.145,0.393,0,0.259,0
2026-07-09T11:21:17+08:00,8.11,387,11,3,3,1.049,1.592,0,-0.946,0
2026-07-09T11:27:49+08:00,3.17,23,11,3,1,1.114,0.958,0,0.119,0
2026-07-09T11:43:01+08:00,1.66,11,11,3,1,1.08,0.302,0,0.643,0
2026-07-09T12:07:20+08:00,4.64,133,12,3,2,1.013,1.22,0,0.049,0
2026-07-09T12:09:05+08:00,3.02,62,12,3,1,1.025,0.515,0,-0.129,0
2026-07-09T12:20:51+08:00,0.48,1587,12,3,3,1.272,0.016,0,-0.343,1
2026-07-09T12:31:05+08:00,5.17,157,12,3,3,1.047,0.534,0,0.372,0
2026-07-09T12:36:56+08:00,6.42,542,12,3,2,1.132,1.729,0,-0.101,0
2026-07-09T12:53:57+08:00,7.77,77,12,3,2,1.104,1.358,0,-1.354,0
2026-07-09T13:30:14+08:00,3.9,101,13,3,2,1.09,0.497,0,-0.31,0
2026-07-09T13:34:28+08:00,10.54,1755,13,3,3,1.061,3.666,0,2.239,0
2026-07-09T13:41:04+08:00,7.26,390,13,3,3,1.041,0.417,0,0.473,0
2026-07-09T13:47:30+08:00,6.42,81,13,3,2,1.107,0.988,0,-0.936,0
2026-07-09T13:48:07+08:00,14.53,729,13,3,2,1.125,0.667,0,0.11,2
2026-07-09T13:49:50+08:00,2.21,110,13,3,1,1.083,0.744,0,-0.234,0
2026-07-09T13:54:01+08:00,2.04,18,13,3,1,1.14,0.473,0,1.043,0
2026-07-09T14:05:43+08:00,0.47,2767,14,3,1,1.147,0.014,0,-0.228,1
2026-07-09T14:13:09+08:00,9.17,1085,14,3,3,1.066,1.092,0,-0.09,0
2026-07-09T14:13:21+08:00,0.48,5811,14,3,2,1.166,0.01,0,-0.144,1
2026-07-09T14:16:39+08:00,15.73,306,14,3,1,1.044,0.832,0,-0.441,2
2026-07-09T14:37:25+08:00,4.71,104,14,3,2,1.104,1.247,0,0.235,0
2026-07-09T14:56:42+08:00,6.85,301,14,3,3,1.141,1.95,0,-1.66,0
2026-07-09T15:04:12+08:00,19.81,2711,15,3,2,1.008,1.171,0,0.401,2
2026-07-09T15:06:28+08:00,2.5,29,15,3,1,1.055,0.794,0,1.354,0
2026-07-09T15:12:00+08:00,5.88,608,15,3,0,1.013,1.349,0,2.044,0
2026-07-09T15:16:21+08:00,1.93,96,15,3,0,1.083,0.294,0,-1.551,0
2026-07-09T15:59:07+08:00,4.73,1297,15,3,0,1.09,0.244,0,0.924,0
2026-07-09T16:08:07+08:00,2.76,22,16,3,1,1.05,0.165,0,1.062,0
2026-07-09T16:49:05+08:00,8.68,160,16,3,0,1.133,1.672,0,1.472,0
2026-07-09T17:10:29+08:00,2.66,54,17,3,1,1.108,0.433,0,-0.19,0
2026-07-09T17:29:38+08:00,5.6,487,17,3,0,1.073,1.273,0,-0.33,0
2026-07-09T17:36:02+08:00,10.62,235,17,3,0,1.143,3.715,0,-0.541,0
2026-07-09T17:44:22+08:00,7.03,184,17,3,2,1.053,1.592,0,-2.661,0
2026-07-09T18:03:02+08:00,1.25,39,18,3,1,1.132,0.199,0,-0.707,0
2026-07-09T18:05:15+08:00,0.3,20,18,3,1,1.136,0.04,0,0.766,0
2026-07-09T18:28:38+08:00,1.65,9,18,3,1,1.041,0.102,0,-0.998,0
2026-07-09T18:40:46+08:00,7.26,210,18,3,0,1.134,2.358,0,-0.686,0
2026-07-09T18:40:51+08:00,2.41,15,18,3,1,1.014,0.515,0,-2.376,0
2026-07-09T18:42:48+08:00,0.5,3491,18,3,1,1.26,0.015,0,0.202,1
2026-07-09T18:50:57+08:00,3.1,10,18,3,1,1.138,1.083,0,-0.163,0
2026-07-09T18:57:16+08:00,11.04,547,18,3,3,1.13,1.48,0,-0.287,0
2026-07-09T19:13:29+08:00,5.45,338,19,3,2,1.119,0.421,0,-1.35,0
2026-07-09T19:15:42+08:00,0.36,1716,19,3,2,1.258,0.014,0,0.167,1
2026-07-09T19:25:32+08:00,0.12,988,19,3,1,1.127,0.002,0,-0.073,1
2026-07-09T19:41:05+08:00,7.63,92,19,3,3,1.002,0.798,0,-0.508,0
2026-07-09T19:45:33+08:00,9.12,140,19,3,3,1.016,1.084,0,-0.824,0
2026-07-09T19:57:21+08:00,5.61,706,19,3,0,1.032,1.885,0,-0.428,0
2026-07-09T20:13:32+08:00,2.81,10,20,3,1,1.094,0.619,0,-1.034,0
2026-07-09T20:17:13+08:00,5.07,37,20,3,2,1.033,1.023,0,-0.987,0
2026-07-09T20:39:53+08:00,0.3,109,20,3,0,1.054,0.054,0,0.016,0
2026-07-09T20:40:14+08:00,8.46,845,20,3,3,1.019,1.965,0,-0.616,0
2026-07-09T21:18:30+08:00,4.74,298,21,3,2,1.077,1.526,0,1.756,0
2026-07-09T21:49:39+08:00,3.37,25,21,3,1,1.06,0.996,0,0.013,0
2026-07-09T21:55:50+08:00,7.77,39,21,3,0,1.022,2.448,0,0.25,0
2026-07-09T22:03:56+08:00,5.37,129,22,3,0,1.107,1.34,1,-0.277,0
2026-07-09T22:13:02+08:00,0.2,756,22,3,1,1.151,0.008,1,-0.267,1
2026-07-09T22:15:51+08:00,0.4,2048,22,3,2,1.256,0.005,1,0.062,1
2026-07-09T22:43:45+08:00,10.04,190,22,3,0,1.028,1.488,1,1.715,0
2026-07-09T22:45:23+08:00,7.01,847,22,3,3,1.138,1.631,1,-0.434,0
2026-07-09T23:36:44+08:00,7.77,448,23,3,0,1.061,1.809,1,-0.991,0
2026-07-09T23:59:45+08:00,1.89,67,23,3,1,1.019,0.455,1,-1.734,0
2026-07-09T23:59:50+08:00,1.95,31,23,3,1,1.009,0.319,1,0.075,0
2026-07-10T00:34:17+08:00,0.46,1151,0,4,2,1.26,0.005,1,-0.4,1
2026-07-10T00:37:37+08:00,3.96,222,0,4,2,1.107,1.347,1,-0.534,0
2026-07-10T01:39:44+08:00,21.92,898,1,4,1,1.072,1.213,1,-0.106,2
2026-07-10T02:38:10+08:00,0.47,3594,2,4,2,1.023,0.02,1,0.116,1
2026-07-10T06:15:59+08:00,0.12,2589,6,4,2,1.239,0.005,0,-0.527,1
2026-07-10T06:20:36+08:00,7.01,301,6,4,3,1.049,2.109,0,-1.253,0
2026-07-10T06:40:16+08:00,4.0,31,6,4,2,1.108,0.551,0,0.342,0
2026-07-10T06:51:47+08:00,10.74,208,6,4,0,1.025,1.009,0,-0.137,0
2026-07-10T07:04:32+08:00,6.57,356,7,4,3,1.091,2.213,0,0.267,0
2026-07-10T07:05:24+08:00,3.17,52,7,4,1,1.094,0.984,0,-0.709,0
2026-07-10T07:08:11+08:00,6.53,1267,7,4,3,1.14,0.665,0,0.125,0
2026-07-10T07:14:52+08:00,8.58,216,7,4,0,1.113,2.428,0,0.354,0
2026-07-10T07:21:09+08:00,5.5,383,7,4,0,1.067,1.063,0,-0.127,0
2026-07-10T07:24:17+08:00,5.47,114,7,4,2,1.078,1.758,0,-1.435,0
2026-07-10T07:33:41+08:00,11.07,1010,7,4,3,1.003,1.311,0,-0.286,0
2026-07-10T07:38:13+08:00,8.45,75,7,4,2,1.133,2.304,0,1.492,0
2026-07-10T07:43:18+08:00,2.15,41,7,4,0,1.021,0.661,0,-0.371,0
2026-07-10T07:47:06+08:00,5.51,233,7,4,2,1.101,1.79,0,-1.012,0
2026-07-10T08:00:02+08:00,1.06,21,8,4,1,1.134,0.158,0,-0.634,0
2026-07-10T08:11:39+08:00,3.05,25,8,4,2,1.129,0.344,0,1.291,0
2026-07-10T08:12:40+08:00,0.28,3166,8,4,3,1.194,0.01,0,-0.149,1
2026-07-10T08:17:00+08:00,8.52,394,8,4,3,1.007,1.445,0,-0.713,0
2026-07-10T08:18:54+08:00,7.36,310,8,4,3,1.147,0.687,0,0.288,0
2026-07-10T08:29:18+08:00,6.56,505,8,4,2,1.111,0.394,0,1.143,0
2026-07-10T08:36:25+08:00,2.27,18,8,4,1,1.074,0.174,0,1.371,0
2026-07-10T09:16:10+08:00,8.16,297,9,4,0,1.119,1.642,0,-0.076,0
2026-07-10T09:17:10+08:00,0.22,626,9,4,2,1.267,0.002,0,0.29,1
2026-07-10T09:19:09+08:00,9.41,210,9,4,2,1.078,0.246,0,-0.693,2
2026-07-10T09:32:36+08:00,2.65,11,9,4,1,1.057,0.459,0,-0.138,0
2026-07-10T09:32:52+08:00,6.82,578,9,4,2,1.056,1.085,0,1.688,0
2026-07-10T09:45:13+08:00,6.4,166,9,4,2,1.034,2.188,0,0.844,0
2026-07-10T09:46:30+08:00,11.58,81,9,4,3,1.009,3.254,0,-0.267,0
2026-07-10T09:53:37+08:00,6.64,683,9,4,0,1.076,1.968,0,-1.203,0
2026-07-10T09:54:10+08:00,13.19,294,9,4,0,1.106,2.836,0,-0.713,0
2026-07-10T10:36:43+08:00,1.87,55,10,4,1,1.108,0.101,0,1.7,0
2026-07-10T10:47:34+08:00,0.2,937,10,4,2,1.015,0.009,0,-0.23,1
2026-07-10T11:25:26+08:00,2.82,525,11,4,2,1.146,0.553,0,0.971,0
2026-07-10T11:28:42+08:00,0.3,930,11,4,0,1.126,0.054,0,-0.903,0
2026-07-10T11:36:52+08:00,6.78,421,11,4,3,1.043,0.489,0,-1.024,0
2026-07-10T11:37:18+08:00,4.23,51,11,4,0,1.077,0.712,0,-2.633,0
2026-07-10T11:43:47+08:00,0.48,2144,11,4,2,1.118,0.021,0,-0.244,1
2026-07-10T11:49:54+08:00,5.1,235,11,4,3,1.118,0.602,0,-1.052,0
2026-07-10T12:04:00+08:00,24.48,692,12,4,3,1.018,1.244,0,-0.106,2
2026-07-10T12:38:14+08:00,9.38,548,12,4,2,1.072,0.495,0,0.142,0
2026-07-10T12:44:40+08:00,7.43,192,12,4,2,1.014,0.485,0,-0.545,0
2026-07-10T13:16:29+08:00,2.56,65,13,4,1,1.136,0.622,0,-0.466,0
2026-07-10T13:37:27+08:00,5.02,191,13,4,2,1.147,0.643,0,1.842,0
2026-07-10T13:40:02+08:00,6.03,75,13,4,2,1.044,1.057,0,-0.26,0
2026-07-10T14:11:31+08:00,4.22,57,14,4,2,1.148,1.328,0,-0.601,0
2026-07-10T15:06:25+08:00,0.14,1355,15,4,2,1.194,0.005,0,0.529,1
2026-07-10T15:16:37+08:00,10.92,161,15,4,3,1.067,3.467,0,-0.172,0
2026-07-10T15:23:32+08:00,8.28,480,15,4,3,1.048,1.911,0,0.103,0
2026-07-10T15:42:40+08:00,8.23,125,15,4,3,1.122,2.534,0,1.903,0
2026-07-10T16:01:49+08:00,6.41,202,16,4,2,1.085,0.603,0,-1.544,0
2026-07-10T16:58:16+08:00,3.23,11,16,4,1,1.002,0.48,0,-0.724,0
2026-07-10T17:12:04+08:00,9.06,63,17,4,0,1.052,1.66,0,-0.285,0
2026-07-10T17:15:06+08:00,8.53,223,17,4,0,1.139,1.809,0,-0.197,0
2026-07-10T17:26:42+08:00,3.7,184,17,4,0,1.023,0.957,0,1.032,0
2026-07-10T17:28:50+08:00,2.75,8,17,4,1,1.035,0.907,0,-0.49,0
2026-07-10T17:30:57+08:00,2.92,166,17,4,1,1.082,0.59,0,-0.306,0
2026-07-10T17:42:48+08:00,9.11,863,17,4,3,1.097,0.926,0,1.782,0
2026-07-10T17:57:06+08:00,6.8,292,17,4,0,1.061,1.466,0,-0.288,0
2026-07-10T18:07:09+08:00,2.29,31,18,4,1,1.051,0.65,0,-0.96,0
2026-07-10T18:08:13+08:00,5.17,42,18,4,2,1.019,1.334,0,1.866,0
2026-07-10T18:15:48+08:00,4.15,80,18,4,1,1.074,1.349,0,-1.97,0
2026-07-10T18:29:04+08:00,4.56,783,18,4,0,1.072,1.328,0,-0.711,0
2026-07-10T18:32:19+08:00,3.57,26,18,4,1,1.047,1.087,0,0.755,0
2026-07-10T18:35:46+08:00,3.5,169,18,4,1,1.005,0.64,0,1.374,0
2026-07-10T18:36:28+08:00,6.98,406,18,4,2,1.119,2.329,0,-2.771,0
2026-07-10T18:40:15+08:00,5.04,131,18,4,2,1.078,0.429,0,-0.265,0
2026-07-10T18:41:26+08:00,7.28,324,18,4,3,1.135,2.087,0,-2.623,0
2026-07-10T19:11:06+08:00,1.08,430,19,4,0,1.116,0.088,0,0.68,0
2026-07-10T19:13:55+08:00,4.03,1260,19,4,3,1.045,1.335,0,-0.671,0
2026-07-10T19:16:35+08:00,0.3,484,19,4,0,1.078,0.08,0,0.01,0
2026-07-10T19:29:43+08:00,7.5,44,19,4,2,1.147,2.253,0,-0.054,0
2026-07-10T19:38:05+08:00,2.66,48,19,4,0,1.139,0.218,0,-0.955,0
2026-07-10T19:45:29+08:00,10.08,488,19,4,3,1.079,3.101,0,0.501,0
2026-07-10T19:54:13+08:00,4.32,83,19,4,1,1.078,0.551,0,0.821,0
2026-07-10T20:13:08+08:00,1.66,215,20,4,2,1.021,0.291,0,1.83,0
2026-07-10T20:13:45+08:00,6.87,247,20,4,2,1.006,1.019,0,-2.256,0
2026-07-10T20:23:09+08:00,9.84,210,20,4,3,1.14,1.885,0,-2.026,0
2026-07-10T20:24:10+08:00,3.46,97,20,4,0,1.123,0.181,0,-1.55,0
2026-07-10T20:27:28+08:00,5.81,162,20,4,3,1.066,1.234,0,-0.73,0
2026-07-10T20:56:45+08:00,5.04,177,20,4,0,1.005,1.094,0,1.071,0
2026-07-10T21:03:42+08:00,4.39,805,21,4,2,1.04,0.726,0,1.407,0
2026-07-10T21:16:08+08:00,6.0,556,21,4,0,1.018,0.716,0,-1.268,0
2026-07-10T21:20:24+08:00,5.21,204,21,4,0,1.079,1.056,0,0.016,0
2026-07-10T21:23:03+08:00,4.49,29,21,4,2,1.142,1.432,0,0.284,0
2026-07-10T22:00:46+08:00,5.76,141,22,4,2,1.077,0.924,1,-0.955,0
2026-07-10T22:08:12+08:00,3.36,78,22,4,1,1.039,0.887,1,1.136,0
2026-07-10T22:09:01+08:00,3.74,101,22,4,0,1.075,1.04,1,-0.392,0
2026-07-10T22:28:51+08:00,2.87,465,22,4,2,1.114,0.379,1,2.218,0
2026-07-10T22:31:25+08:00,19.01,726,22,4,2,1.047,1.066,1,-0.061,2
2026-07-10T22:35:33+08:00,7.91,65,22,4,2,1.051,2.365,1,1.33,0
2026-07-10T23:15:13+08:00,8.02,259,23,4,3,1.043,1.94,1,-1.698,0
2026-07-10T23:49:37+08:00,8.07,693,23,4,3,1.08,1.694,1,-0.594,0
2026-07-11T00:15:28+08:00,0.41,1132,0,5,3,1.109,0.02,1,0.253,1
2026-07-11T02:02:18+08:00,0.23,616,2,5,1,1.234,0.006,1,-0.271,1
2026-07-11T03:00:48+08:00,2.66,43,3,5,1,1.095,0.686,1,-0.109,0
2026-07-11T03:34:40+08:00,0.4,2185,3,5,1,1.152,0.013,1,0.007,1
2026-07-11T05:03:21+08:00,4.17,834,5,5,0,1.122,1.419,0,-1.107,0
2026-07-11T06:26:29+08:00,7.17,161,6,5,2,1.002,0.502,0,1.347,0
2026-07-11T06:32:26+08:00,6.04,574,6,5,3,1.084,0.566,0,-0.291,0
2026-07-11T06:38:31+08:00,10.92,151,6,5,0,1.065,1.861,0,1.913,0
2026-07-11T06:45:30+08:00,10.12,1728,6,5,3,1.009,3.424,0,-0.23,0
2026-07-11T06:49:23+08:00,0.3,1244,6,5,0,1.089,0.036,0,-0.3,0
2026-07-11T06:53:30+08:00,6.84,146,6,5,0,1.15,0.63,0,1.233,0
2026-07-11T07:37:41+08:00,22.12,3142,7,5,2,1.022,0.654,0,0.6,2
2026-07-11T07:38:53+08:00,2.15,25,7,5,1,1.093,0.418,0,-0.228,0
2026-07-11T07:54:33+08:00,5.51,162,7,5,2,1.076,1.222,0,-0.168,0
2026-07-11T08:15:33+08:00,0.24,1870,8,5,2,1.073,0.004,0,-0.087,1
2026-07-11T08:18:21+08:00,6.47,673,8,5,2,1.017,2.041,0,-1.036,0
2026-07-11T08:20:47+08:00,2.95,32,8,5,1,1.144,0.431,0,-1.439,0
2026-07-11T08:27:50+08:00,10.33,1671,8,5,3,1.053,0.61,0,-1.531,0
2026-07-11T08:43:44+08:00,4.0,268,8,5,2,1.11,0.906,0,1.306,0
2026-07-11T08:52:29+08:00,3.5,336,8,5,0,1.032,0.65,0,-1.669,0
2026-07-11T08:53:03+08:00,6.65,255,8,5,3,1.038,0.548,0,-0.925,0
2026-07-11T09:39:06+08:00,6.66,122,9,5,2,1.067,1.524,0,1.847,0
2026-07-11T09:55:09+08:00,2.78,16,9,5,1,1.023,0.15,0,0.531,0
2026-07-11T09:56:19+08:00,5.02,429,9,5,2,1.141,1.481,0,-0.454,0
2026-07-11T09:59:48+08:00,6.67,69,9,5,2,1.059,1.679,0,1.826,0
2026-07-11T10:06:35+08:00,4.03,224,10,5,2,1.008,0.965,0,1.346,0
2026-07-11T10:13:15+08:00,5.58,316,10,5,2,1.035,1.928,0,-1.168,0
2026-07-11T10:18:23+08:00,4.36,172,10,5,0,1.05,1.019,0,-0.846,0
2026-07-11T10:30:37+08:00,5.59,1097,10,5,3,1.115,1.284,0,-0.36,0
2026-07-11T10:47:57+08:00,6.95,230,10,5,3,1.025,1.374,0,0.402,0
2026-07-11T10:49:47+08:00,0.64,34,10,5,1,1.079,0.079,0,-0.043,0
2026-07-11T11:34:54+08:00,0.15,3701,11,5,1,1.098,0.006,0,-0.108,1
2026-07-11T11:53:46+08:00,8.59,43,11,5,2,1.13,1.854,0,2.168,0
2026-07-11T11:54:17+08:00,2.41,118,11,5,1,1.01,0.402,0,2.635,0
2026-07-11T12:06:05+08:00,2.47,91,12,5,1,1.123,0.284,0,-0.128,0
2026-07-11T12:13:34+08:00,9.9,687,12,5,3,1.006,2.193,0,1.587,0
2026-07-11T12:38:16+08:00,7.65,142,12,5,2,1.012,0.474,0,-0.498,0
2026-07-11T12:39:17+08:00,0.46,3324,12,5,3,1.008,0.006,0,-0.209,1
2026-07-11T12:43:08+08:00,4.89,30,12,5,2,1.129,1.434,0,-0.096,0
2026-07-11T12:55:49+08:00,8.71,166,12,5,2,1.137,2.462,0,-1.787,0
2026-07-11T13:16:23+08:00,5.68,433,13,5,0,1.071,1.357,0,-0.393,0
2026-07-11T13:20:42+08:00,3.42,131,13,5,2,1.068,1.148,0,1.389,0
2026-07-11T13:47:25+08:00,9.16,72,13,5,3,1.096,2.315,0,0.35,0
2026-07-11T13:49:58+08:00,7.25,35,13,5,0,1.004,1.985,0,0.847,0
2026-07-11T13:59:27+08:00,9.18,1216,13,5,3,1.092,1.659,0,-0.589,0
2026-07-11T14:14:54+08:00,5.49,192,14,5,0,1.016,0.663,0,1.804,0
2026-07-11T14:33:58+08:00,2.72,82,14,5,2,1.08,0.25,0,-0.869,0
2026-07-11T14:48:07+08:00,0.38,1219,14,5,1,1.158,0.014,0,0.145,1
2026-07-11T14:57:32+08:00,4.81,124,14,5,2,1.147,1.604,0,-0.387,0
2026-07-11T14:58:48+08:00,0.12,1060,14,5,1,1.079,0.005,0,-0.004,1
2026-07-11T14:59:39+08:00,2.24,184,14,5,0,1.069,0.519,0,0.819,0
2026-07-11T15:17:12+08:00,11.97,828,15,5,3,1.091,2.966,0,1.701,0
2026-07-11T15:29:50+08:00,9.84,375,15,5,3,1.094,3.126,0,-1.653,0
2026-07-11T15:31:39+08:00,10.04,214,15,5,3,1.113,1.708,0,-1.82,0
2026-07-11T16:13:04+08:00,3.02,76,16,5,1,1.069,0.619,0,0.514,0
2026-07-11T16:16:43+08:00,10.55,176,16,5,3,1.128,1.823,0,0.172,0
2026-07-11T16:17:37+08:00,0.47,3518,16,5,2,1.073,0.012,0,-0.116,1
2026-07-11T16:36:25+08:00,6.34,209,16,5,2,1.141,0.456,0,0.378,0
2026-07-11T16:39:19+08:00,4.1,993,16,5,0,1.09,0.612,0,-1.608,0
